protID	geneID	protName	capUse_CN4	capUse_CN22	capUse_CN38	capUse_CN75	capUse_hGR	absUse_CN4	absUse_CN22	absUse_CN38	absUse_CN75	absUse_hGR	UB_CN4	UB_CN22	UB_CN38	UB_CN75	UB_hGR
P32452	YNL316C	PHA2	0.0058	0.00882	0.00668	0.00807	0.028	2.4e-09	2.64e-09	1.59e-09	1.3e-09	5.72e-09	4.14e-07	3e-07	2.37e-07	1.61e-07	2.04e-07
P32459	YIR032C	DAL3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32462	YNL280C	ERG24	0	0	0.99	0	0	1.2e-05	1.02e-05	1.82e-05	2.03e-05	4.43e-05	Inf	Inf	1.83e-05	Inf	Inf
P32463	YKL192C	ACP1	0	0	0	0	0	0	0	0	0	0	3.27e-06	2.49e-06	1.63e-06	1.35e-06	2.42e-06
P32469	YLR172C	DPH5	0	0	0	0	0	0	0	0	0	0	1.58e-06	1.23e-06	7.25e-07	6.07e-07	1.21e-06
P32473	YBR221C	PDB1	0.0643	0.0526	0.0653	0.0538	0.471	1.45e-06	1.48e-06	1.08e-06	6.89e-07	7.29e-06	2.26e-05	2.82e-05	1.66e-05	1.28e-05	1.55e-05
P32476	YGR175C	ERG1	0.99	0.99	0.99	0.99	0.99	1.02e-05	8.68e-06	1.55e-05	1.73e-05	3.77e-05	1.03e-05	8.76e-06	1.56e-05	1.75e-05	3.81e-05
P32477	YJL101C	GSH1	0	0	0	0	0	0	0	0	0	0	3.78e-07	5.87e-07	4.32e-07	3.62e-07	4.27e-07
P32528	YBR208C	DUR1,2	0	0	0	0	0	0	0	0	0	0	Inf	1.66e-08	9.57e-09	Inf	Inf
P32563	YOR270C	VPH1	0	0	0	0	0	0	0	0	0	0	9.24e-07	2.83e-06	2.21e-06	1.87e-06	5.58e-07
P32567	YMR165C	PAH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32573	YNL202W	SPS19	0	0	0	0	0	0	0	0	0	0	4.13e-06	1.73e-06	2.82e-07	1.96e-07	3.17e-07
P32582	YGR155W	CYS4	0.000981	0.000893	0.000551	0.000472	0.00291	1.06e-08	1.16e-08	6.99e-09	5.72e-09	2.52e-08	1.08e-05	1.3e-05	1.27e-05	1.21e-05	8.65e-06
P32603	YOR190W	SPR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32604	YJL155C	FBP26	0	0	0	0	0	0	0	0	0	0	6.15e-07	4.94e-07	3.51e-07	3.05e-07	2.75e-07
P32610	YEL051W	VMA8	0	0	0	0	0	0	0	0	0	0	2.94e-06	4.3e-06	3.38e-06	3.48e-06	3.06e-06
P32614	YEL047C	FRD1	0	0	0	0	0	0	0	0	0	0	2.36e-06	2.94e-06	1.69e-06	1.5e-06	9.88e-07
P32621	YEL042W	GDA1	0	0	0	0	0	0	0	0	0	0	Inf	7.55e-08	5.99e-08	5.43e-08	Inf
P32622	YEL041W	YEF1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32626	YEL038W	UTR4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32642	YER174C	GRX4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32643	YER175C	TMT1	0	0	0	0	0	0	0	0	0	0	2.07e-06	1.63e-06	1.06e-06	8.92e-07	Inf
P32771	YDL168W	SFA1	0	0	0	0	0	0	0	0	0	0	3.88e-06	2.79e-06	1.46e-06	1.33e-06	1.24e-06
P32784	YBL011W	SCT1	0	0	0	0	0	1.49e-05	1.27e-05	2.32e-05	2.6e-05	5.65e-05	Inf	Inf	Inf	Inf	Inf
P32785	YBL013W	FMT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32796	YML042W	CAT2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32799	YGL191W	COX13	0.707	0.778	0.809	0.57	0.986	4.14e-06	3.95e-06	2.84e-06	1.65e-06	8.72e-06	5.85e-06	5.08e-06	3.51e-06	2.9e-06	8.84e-06
P32842	YPL234C	VMA11	0	0	0	0	0	0	0	0	0	0	Inf	1.62e-06	1.34e-06	1.26e-06	Inf
P32861	YKL035W	UGP1	0.165	0.135	0.316	0.398	1	1.06e-06	8.98e-07	1.6e-06	1.79e-06	2.98e-06	6.43e-06	6.67e-06	5.06e-06	4.5e-06	2.98e-06
P32874	YMR207C	HFA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P32891	YDL174C	DLD1	0	0	0.0093	0.0409	0	0	0	8.08e-09	2.86e-08	0	4.72e-06	1.9e-06	8.69e-07	6.99e-07	4.3e-06
P32895	YKL181W	PRS1	1	0.82	1	0.871	1	1.13e-05	1.12e-05	1.08e-05	9.42e-06	3.47e-05	1.13e-05	1.36e-05	1.08e-05	1.08e-05	3.47e-05
P32903	YCR024C-A	PMP1	0	0	0	0	0	0	0	0	0	7.58e-06	Inf	Inf	Inf	Inf	Inf
P33300	YPL057C	SUR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P33312	YBR153W	RIB7	0	0	0	0	0	4.12e-05	4.12e-05	4.12e-05	4.12e-05	0.00012	Inf	Inf	Inf	Inf	Inf
P33315	YBR117C	TKL2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P33317	YBR252W	DUT1	0	0	0	0	0	0	0	0	0	0	3.29e-06	4.25e-06	2.56e-06	2.3e-06	2.38e-06
P33327	YDL215C	GDH2	0	0	0	0	0	0	0	0	0	0	3.58e-06	1.69e-06	8.73e-07	7.28e-07	4.3e-07
P33330	YOR184W	SER1	0.98	0.967	0.952	1	1	7.47e-05	5.88e-05	3.03e-05	6.23e-06	4.73e-06	7.63e-05	6.08e-05	3.18e-05	6.23e-06	4.73e-06
P33333	YDL052C	SLC1	1	1	1	1	1	1.33e-06	1.01e-06	7.19e-07	5.42e-07	1.53e-06	1.33e-06	1.01e-06	7.19e-07	5.42e-07	1.53e-06
P33401	YKL127W	PGM1	0.197	0.0953	0.263	0.34	0.568	1.33e-07	1.13e-07	2.01e-07	2.25e-07	4.9e-07	6.73e-07	1.18e-06	7.65e-07	6.62e-07	8.63e-07
P33412	YGR007W	ECT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	7.89e-08	6.46e-08	6.55e-08
P33421	YKL141W	SDH3	0.0583	0.0842	0.0846	0.0125	0.467	2.25e-07	2.22e-07	1.53e-07	1.37e-08	2e-06	3.87e-06	2.63e-06	1.81e-06	1.09e-06	4.29e-06
P33550	YKR061W	KTR2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P33734	YBR248C	HIS7	0.00577	0.00703	0.00724	0.00637	0.018	1.67e-08	1.83e-08	1.1e-08	9e-09	3.96e-08	2.89e-06	2.61e-06	1.52e-06	1.41e-06	2.2e-06
P33751	YDR538W	PAD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P33775	YDL095W	PMT1	0.406	0.465	0.485	0.422	0.492	5.94e-07	7.56e-07	5.59e-07	4.69e-07	7.21e-07	1.46e-06	1.62e-06	1.15e-06	1.11e-06	1.47e-06
P34163	YKL140W	TGL1	0	0	0	0	0	0	0	0	0	0	1.36e-08	3.34e-08	2.41e-08	1.93e-08	Inf
P34227	YBL064C	PRX1	0	0	0	0	0	0	0	0	0	0	2.86e-06	3.57e-06	2.83e-06	2.1e-06	1.17e-06
P34756	YFR019W	FAB1	0	0	0	0	0	0	0	0	0	0	Inf	1.4e-08	9.82e-09	8.91e-09	1.32e-08
P35172	YBR001C	NTH2	0	0	0	0	0	0	0	0	0	0	Inf	6.81e-08	Inf	Inf	Inf
P35196	YBR002C	RER2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P35202	YOR143C	THI80	0	0	0	0	0	0	0	0	0	0	6.59e-08	1.28e-07	9.17e-08	7.36e-08	5.17e-08
P35206	YBR036C	CSG2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P35497	YJR159W	SOR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P35731	YKL055C	OAR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P35842	YAR071W	PHO11	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36001	YKL132C	RMA1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36010	YKL067W	YNK1	0.00683	0.00856	0.0224	0.0341	0.028	1.81e-07	1.57e-07	2.64e-07	2.94e-07	6.53e-07	2.66e-05	1.84e-05	1.18e-05	8.63e-06	2.33e-05
P36013	YKL029C	MAE1	0.0436	0.0626	0.0361	0.884	0.0628	6.66e-08	7.32e-08	2.8e-08	6.02e-07	9.91e-08	1.53e-06	1.17e-06	7.77e-07	6.81e-07	1.58e-06
P36014	YKL026C	GPX1	0	0	0	0	0	0	0	0	0	0	2.94e-07	1.24e-07	Inf	Inf	Inf
P36024	YKR072C	SIS2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36051	YKL165C	MCD4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36076	YKL088W	CAB3	0	0	0	0	0	0	0	0	0	0	3.63e-07	2.14e-07	1.84e-07	1.52e-07	2e-07
P36107	YKL004W	AUR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36126	YKR031C	SPO14	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36136	YKR043C	SHB17	0	0	0	0	0	0	0	0	0	0	2.16e-06	2.78e-06	1.56e-06	1.42e-06	1.61e-06
P36143	YKR058W	GLG1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36148	YKR067W	GPT2	1	1	1	1	1	1.01e-06	8.1e-07	9.63e-07	1.08e-06	2.35e-06	1.01e-06	8.1e-07	9.63e-07	1.08e-06	2.35e-06
P36150	YKR069W	MET1	0	0	0	0	0	0	0	0	0	0	5.03e-07	3.31e-07	2.13e-07	1.89e-07	4.36e-07
P36165	YKR089C	TGL4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P36421	YGR185C	TYS1	0.163	0.203	0.168	0.161	0.398	7.69e-07	8.46e-07	5.07e-07	4.15e-07	1.83e-06	4.72e-06	4.16e-06	3.03e-06	2.58e-06	4.6e-06
P36973	YDR441C	APT2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P37012	YMR105C	PGM2	0	0	0	0	0	0	0	0	0	0	9.2e-06	5.65e-06	2.34e-06	2.01e-06	1.6e-06
P37254	YNR033W	ABZ1	0	0	0	0	0	0	0	0	0	0	1.27e-07	1.2e-07	6.57e-08	5.14e-08	Inf
P37291	YLR058C	SHM2	0.758	0.644	0.45	0.0421	0.35	2.28e-05	1.74e-05	8.54e-06	7.33e-07	1.1e-05	3.01e-05	2.7e-05	1.9e-05	1.74e-05	3.15e-05
P37292	YBR263W	SHM1	0.978	0.961	0.94	0.0341	1	1.04e-05	7.82e-06	3.76e-06	9.58e-08	1.11e-05	1.07e-05	8.13e-06	4e-06	2.81e-06	1.11e-05
P37293	YGR147C	NAT2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	5.79e-08	Inf	Inf
P37296	YMR054W	STV1	0	0	0	0	0	0	0	0	0	0	Inf	1.36e-07	7.35e-08	7.12e-08	8.73e-08
P37297	YLR305C	STT4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P37298	YDR178W	SDH4	0.0583	0.0842	0.0846	0.0125	0.467	2.25e-07	2.22e-07	1.53e-07	1.37e-08	2e-06	3.87e-06	2.63e-06	1.81e-06	1.09e-06	4.29e-06
P37299	YHR001W-A	QCR10	1	1	1	1	0.995	1.27e-05	1.21e-05	8.83e-06	4.82e-06	2.71e-05	1.27e-05	1.21e-05	8.83e-06	4.82e-06	2.72e-05
P37303	YEL046C	GLY1	0	0	0	0	0	0	0	0	0	0	Inf	9.66e-07	5.25e-07	5.15e-07	8.52e-07
P38009	YMR120C	ADE17	0	0	0	0	0.0267	0	0	0	0	6.5e-07	1.99e-05	1.9e-05	1.45e-05	1.2e-05	2.43e-05
P38013	YLR109W	AHP1	0	0	0	0	0	0	0	0	0	0	3.99e-05	5.29e-05	4.64e-05	5.04e-05	9.3e-06
P38063	YBL068W	PRS4	1	1	1	1	1	1.19e-06	8.96e-07	6.09e-07	5.16e-07	6.83e-07	1.19e-06	8.96e-07	6.09e-07	5.16e-07	6.83e-07
P38066	YBL033C	RIB1	0.000321	0.000385	0.000778	0	0.00118	6.37e-11	6.37e-11	6.37e-11	6.37e-11	1.85e-10	1.98e-07	1.65e-07	8.18e-08	Inf	1.57e-07
P38067	YBR006W	UGA2	0	0	0.145	0	0	0	0	1.64e-07	0	0	9.25e-07	1.53e-06	1.14e-06	9.8e-07	4.05e-07
P38071	YBR026C	ETR1	0	0	0	0	0	0	0	0	0	0	6.09e-06	8.54e-06	3.94e-06	2.83e-06	1.04e-06
P38074	YBR034C	HMT1	0	0	0	0	0	0	0	0	0	0	7.63e-07	3.56e-07	2.21e-07	1.82e-07	5.31e-07
P38075	YBR035C	PDX3	0	0	0	0	0	0	0	0	0	0	4.87e-06	4.25e-06	2.94e-06	2.72e-06	2.71e-06
P38077	YBR039W	ATP3	0.584	0.672	0.605	0.551	1	1.6e-05	1.52e-05	1.1e-05	6.7e-06	3.3e-05	2.74e-05	2.26e-05	1.82e-05	1.22e-05	3.3e-05
P38088	YBR121C	GRS1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38113	YBR145W	ADH5	0	0	0	0	0	0	0	0	0	0	5.3e-07	3.48e-07	1.37e-07	1.25e-07	2.5e-07
P38115	YBR149W	ARA1	0	0	0	0	0	0	0	0	0	0	8.36e-06	8.3e-06	4.8e-06	4.12e-06	2.36e-06
P38122	YBR176W	ECM31	0	0	0	0	0	0	0	0	0	0	7.32e-07	5.07e-07	Inf	3.38e-07	4.56e-07
P38130	YBR205W	KTR3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38131	YBR199W	KTR4	0	0	0	0	0	0	0	0	0	0	Inf	5.78e-07	Inf	Inf	Inf
P38139	YBR204C	LDH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38143	YBR244W	GPX2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38145	YBR256C	RIB5	0.977	0.99	0.99	0.99	0.99	2.04e-06	2.04e-06	2.04e-06	2.04e-06	5.91e-06	2.09e-06	2.06e-06	2.06e-06	2.06e-06	5.97e-06
P38158	YBR299W	MAL32	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38169	YBL098W	BNA4	0	0	0	0	0	0	0	0	0	0	4.62e-07	2.56e-07	1.5e-07	1.06e-07	3.7e-07
P38211	YBR004C	GPI18	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38221	YBR029C	CDS1	0.0186	0.0106	0.0374	0.0492	0.0568	1.44e-07	1.22e-07	2.19e-07	2.45e-07	5.33e-07	7.77e-06	1.16e-05	5.85e-06	4.98e-06	9.39e-06
P38226	YBR042C	CST26	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38286	YBR159W	IFA38	0	0	0	0	0	0	0	0	0	0	5.98e-07	1.18e-06	9.36e-07	1.19e-06	7.49e-07
P38287	YBR161W	CSH1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38298	YBR183W	YPC1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38342	YBR265W	TSC10	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38426	YMR261C	TPS3	0	0	0	0	0	0	0	0	0	0	4.84e-07	3.12e-07	2.97e-07	2.85e-07	4.04e-07
P38427	YML100W	TSL1	0.0117	0.0133	0.0319	0.044	0.134	3.08e-08	2.61e-08	4.66e-08	5.22e-08	1.14e-07	2.64e-06	1.96e-06	1.46e-06	1.19e-06	8.5e-07
P38604	YHR072W	ERG7	0	1	1	0	0	0.000401	0.00034	0.000607	0.00068	0.00148	Inf	0.00034	0.000607	Inf	Inf
P38620	YER099C	PRS2	1	1	1	0.817	1	1.78e-06	1.56e-06	9.73e-07	8.84e-06	9.91e-07	1.78e-06	1.56e-06	9.73e-07	1.08e-05	9.91e-07
P38625	YMR217W	GUA1	0.541	0.699	0.999	0.99	0.99	2.94e-06	2.94e-06	2.94e-06	2.94e-06	8.53e-06	5.44e-06	4.21e-06	2.95e-06	2.97e-06	8.62e-06
P38627	YJR103W	URA8	0	0	0.145	0	0.701	0	0	9.32e-08	0	2.7e-07	6.93e-07	7.14e-07	6.41e-07	5.36e-07	3.86e-07
P38628	YEL058W	PCM1	0	0	0	0	0	0	0	0	0	0	5.45e-07	7.02e-07	3.8e-07	3.07e-07	4.82e-07
P38631	YLR342W	FKS1	1	0.393	0	1	1	5.68e-07	3.47e-07	0	4.64e-07	9.81e-07	5.68e-07	8.81e-07	8.14e-07	4.64e-07	9.81e-07
P38635	YFR025C	HIS2	0	0	0.00171	0	0.00763	1.07e-09	1.18e-09	7.09e-10	5.8e-10	2.56e-09	Inf	Inf	4.15e-07	Inf	3.35e-07
P38689	YHL011C	PRS3	1	0.82	1	1	0.971	1.01e-05	1.12e-05	9.84e-06	1.47e-06	3.37e-05	1.01e-05	1.36e-05	9.84e-06	1.47e-06	3.47e-05
P38693	YHR215W	PHO12	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38697	YHR216W	IMD2	0	0	0	0	0	2.24e-07	0	0	4.82e-07	1.12e-06	Inf	Inf	Inf	Inf	Inf
P38703	YHL003C	LAG1	0	0	0	0	0	0	0	0	0	0	2.43e-07	Inf	Inf	Inf	Inf
P38705	YHR011W	DIA4	0	0	0	0	0	0	0	0	0	0	8.54e-08	8.92e-08	5.08e-08	4.4e-08	7.79e-08
P38707	YHR019C	DED81	0.0751	0.0747	0.0753	0.0697	0.167	3.49e-07	3.84e-07	2.3e-07	1.88e-07	8.3e-07	4.65e-06	5.14e-06	3.06e-06	2.7e-06	4.98e-06
P38708	YHR020W	YHR020W	0.417	0.454	0.428	0.345	0.695	1.02e-06	1.12e-06	6.73e-07	5.51e-07	2.43e-06	2.45e-06	2.47e-06	1.57e-06	1.59e-06	3.49e-06
P38709	YHL012W	YHL012W	0	0	0	0	0	0	0	0	0	2.66e-07	Inf	Inf	Inf	Inf	Inf
P38710	YHR046C	INM1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38714	YHR091C	MSR1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38715	YHR104W	GRE3	0	0	0	0	0	0	0	0	0	0	5.87e-06	5.39e-06	3.38e-06	2.82e-06	1.64e-06
P38720	YHR183W	GND1	0.0396	0.0678	0.205	0.206	0.417	1.17e-06	1.87e-06	2.4e-06	2.16e-06	1.03e-05	2.95e-05	2.75e-05	1.17e-05	1.05e-05	2.46e-05
P38787	YHR063C	PAN5	0	0	0	0	0	0	0	0	0	0	8.22e-07	2.1e-06	1.66e-06	1.72e-06	9.41e-07
P38790	YHR067W	HTD2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38791	YHR068W	DYS1	0	0	0	0	0	0	0	0	0	0	1.25e-06	9.24e-07	4.48e-07	4.08e-07	1.42e-06
P38795	YHR074W	QNS1	0	0	0	0	0	0	0	0	0	0	9.3e-07	1.35e-06	8.76e-07	6.99e-07	6.67e-07
P38812	YHR100C	GEP4	0	0	0	0	0	0	0	0	0	0	1.63e-08	Inf	1.19e-08	1.02e-08	Inf
P38816	YHR106W	TRR2	0	0	0	0	0	0	0	0	0	0	Inf	Inf	3.67e-08	3.09e-08	Inf
P38824	YHR116W	COX23	0.133	0	0	0	0.0476	6.35e-07	0	0	0	1.24e-07	4.77e-06	4.12e-06	2.84e-06	2.34e-06	2.61e-06
P38840	YHR137W	ARO9	0.0101	0.063	0	0	0	1.33e-08	3.5e-08	8.75e-09	3.96e-09	2.2e-07	1.32e-06	5.55e-07	Inf	Inf	Inf
P38858	YHR163W	SOL3	1	1	1	1	1	4.26e-06	6.79e-06	8.73e-06	7.87e-06	1.43e-06	4.26e-06	6.79e-06	8.73e-06	7.87e-06	1.43e-06
P38891	YHR208W	BAT1	0.00134	0.00182	0.00111	0.0171	0.00277	1.11e-08	1.28e-08	5.63e-09	7.29e-08	2.03e-08	8.3e-06	7.04e-06	5.09e-06	4.26e-06	7.34e-06
P38913	YDL045C	FAD1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38954	YDR072C	IPT1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38972	YGR061C	ADE6	0.99	0.99	0.99	0.99	0.99	5.07e-05	5.07e-05	5.07e-05	5.07e-05	0.000147	5.12e-05	5.12e-05	5.12e-05	5.12e-05	0.000149
P38986	YDR321W	ASP1	0	0	0	0	0	0	0	0	0	0	9.58e-07	7.33e-07	3.57e-07	3.38e-07	9.8e-07
P38992	YDR297W	SUR2	0	0	0	0	0	0	0	0	0	0	4.4e-07	8.35e-07	8.03e-07	6.31e-07	3.95e-07
P38993	YMR058W	FET3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38994	YDR208W	MSS4	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P38998	YIR034C	LYS1	0	0	0	0	0	5.28e-07	5.81e-07	3.48e-07	2.85e-07	1.26e-06	Inf	Inf	Inf	Inf	Inf
P38999	YNR050C	LYS9	0.00112	0.00149	0.00175	0.00152	0.00323	3.03e-08	3.33e-08	2e-08	1.64e-08	7.2e-08	2.71e-05	2.24e-05	1.14e-05	1.08e-05	2.23e-05
P39002	YIL009W	FAA3	0	0	0	0	0	0	0	0	0	0	4.06e-07	6.19e-07	3.57e-07	3.44e-07	4.51e-07
P39006	YNL169C	PSD1	1	0	1	1	1	2.35e-09	1.49e-05	3.79e-09	3.83e-09	7.62e-09	2.35e-09	Inf	3.79e-09	3.83e-09	7.62e-09
P39104	YNL267W	PIK1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P39105	YMR008C	PLB1	0	0	0	0	0	0	0	0	0	0	8.48e-07	8.72e-07	7.71e-07	8.27e-07	2.76e-07
P39111	YGR020C	VMA7	0	0	0	0	0	0	0	0	0	0	8.96e-07	1.21e-06	8.13e-07	7.84e-07	7e-07
P39518	YER015W	FAA2	0	0	0	0	0	0	0	0	0	0	2.18e-06	1.41e-06	1.45e-07	8.88e-08	3.76e-07
P39522	YJR016C	ILV3	0.0798	0.118	0.106	0.624	0.224	1.05e-06	1.15e-06	6.9e-07	3.09e-06	2.49e-06	1.31e-05	9.73e-06	6.49e-06	4.95e-06	1.11e-05
P39525	YER061C	CEM1	0	0	0	0	0	0	0	0	0	0	6.33e-07	7.12e-07	5.91e-07	4.5e-07	4.61e-07
P39533	YJL200C	ACO2	1	1	1	1	1	4.29e-06	1.06e-05	2.65e-06	5.34e-06	5.42e-06	4.29e-06	1.06e-05	2.65e-06	5.34e-06	5.42e-06
P39540	YJL196C	ELO1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P39683	YOR209C	NPT1	0	0	0	0	0	0	0	0	0	0	2.07e-06	1.96e-06	1.3e-06	1.12e-06	1.55e-06
P39692	YFR030W	MET10	0.00368	0.00343	0.0031	0.00297	0.00556	1.27e-08	1.4e-08	8.4e-09	6.87e-09	3.03e-08	3.46e-06	4.07e-06	2.71e-06	2.32e-06	5.45e-06
P39708	YAL062W	GDH3	0	0	0	0	0	0	0	0	0	0	7.97e-08	4.78e-07	7.66e-08	4.16e-08	Inf
P39714	YAL060W	BDH1	0.0135	0.164	0.52	1	0.249	2e-07	1.01e-06	1.53e-06	2.2e-06	1.69e-06	1.48e-05	6.19e-06	2.94e-06	2.2e-06	6.78e-06
P39726	YAL044C	GCV3	0.0593	0.0132	0.0265	0.000703	0.059	3.39e-07	1.13e-07	1.3e-07	2.76e-09	2.14e-07	5.73e-06	8.55e-06	4.9e-06	3.93e-06	3.62e-06
P39730	YAL035W	FUN12	0	0	0	0	0	0	0	0	0	0	2.51e-06	2.23e-06	1.4e-06	1.18e-06	2.79e-06
P39954	YER043C	SAH1	0.0714	0.0741	0.176	0.266	0.237	3.73e-06	3.17e-06	5.69e-06	6.38e-06	1.39e-05	5.23e-05	4.28e-05	3.23e-05	2.4e-05	5.85e-05
P39976	YEL071W	DLD3	0.00755	0.0168	0	0	0.00451	2.52e-08	2.99e-08	0	0	2.83e-08	3.34e-06	1.79e-06	9.68e-07	1.05e-06	6.27e-06
P39988	YEL029C	BUD16	0	0	0	0	0	0	0	0	0	0	6.5e-08	Inf	Inf	Inf	Inf
P40009	YER005W	YND1	0	0	0	0	0	0	1.51e-11	0	0	0	Inf	Inf	Inf	Inf	Inf
P40012	YER014W	HEM14	0	0	0	0	0	6.34e-12	6.34e-12	6.34e-12	6.34e-12	1.84e-11	Inf	Inf	Inf	Inf	Inf
P40015	YER019W	ISC1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	8.59e-08	Inf
P40017	YER024W	YAT2	0	0	0	0	0	0	0	0	0	0	8.92e-07	1.9e-07	Inf	Inf	1.74e-07
P40025	YER037W	PHM8	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40047	YER073W	ALD5	0	0.19	0.755	0	0	0	6.78e-07	1.34e-06	0	0	3.59e-06	3.57e-06	1.77e-06	1.52e-06	2.57e-06
P40054	YER081W	SER3	0.262	0.421	0.3	0.0692	0	5.98e-07	4.71e-07	2.42e-07	4.99e-08	0	2.29e-06	1.12e-06	8.08e-07	7.21e-07	1.9e-06
P40086	YER141W	COX15	3.04e-06	0	0	5.9e-06	1e-05	1.08e-12	0	0	1.08e-12	3.15e-12	3.57e-07	2.55e-07	Inf	1.84e-07	3.14e-07
P40099	YER183C	FAU1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40106	YER062C	GPP2	0	0	0	0	0	0	0	0	0	0	1.67e-06	3e-06	4.09e-06	3.49e-06	1.09e-06
P40215	YMR145C	NDE1	0.609	0.908	0.67	0.418	0.592	2.73e-06	2.58e-06	1.89e-06	1.03e-06	2.88e-06	4.47e-06	2.84e-06	2.82e-06	2.47e-06	4.86e-06
P40308	YMR313C	TGL3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40319	YLR372W	ELO3	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	1.96e-07	Inf
P40345	YNR008W	LRO1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40353	YOR377W	ATF1	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
P40360	YJL071W	ARG2	0	0	0	0	0	0	0	0	0	0	8.04e-08	6.83e-08	3.42e-08	3.27e-08	Inf
P40363	YJL068C	YJL068C	0	0	0	0	0	0	0	0	0	0	1e-06	9.18e-07	6.14e-07	5.18e-07	4.05e-07
P40433	YIL107C	PFK26	0	0	0	0	0	0	0	0	0	0	Inf	Inf	Inf	Inf	Inf
